"연번","어린이집명","어린이집유형","주소","정원","현원"
"1861","궁전아가어린이집","가정","전라북도 전주시 덕진구 백동5길 28 나동 201호(인후동2가, 한양운남아파트)","14","4"
"1862","시립은빛어린이집","국공립","경기도 오산시 수청로 220 휴먼시아 3단지 내 시립은빛어린이집","38","38"
"1863","사랑해어린이집","가정","경상남도 창원시 진해구 여좌로 71 (여좌동)","20","20"
"1864","연수원어린이집","법인·단체등","경기도 성남시 분당구 새마을로 257 (율동)","292","290"
"1865","예스어린이집","가정","경기도 부천시 오정구 오정로252번길 16 (오정동)","20","19"
"1866","애플어린이집","민간","전라북도 전주시 덕진구 인후동1가 안덕원로 251 관리동내","27","20"
"1867","대전아이사랑어린이집","민간","대전광역시 서구 도솔로 214 (변동)","84","84"
"1868","금호영재어린이집","민간","광주광역시 광산구 첨단중앙로181번길 42-5 첨단금호타운 관리동","26","24"
"1869","현대어린이집","민간","경기도 용인시 처인구 백옥대로 1034-1 김량장동 현대아파트","21","21"
"1870","드림키즈어린이집","가정","충청북도 청주시 흥덕구 풍년로198번길 27-1","20","15"
"1871","은물키드어린이집","가정","경기도 안산시 단원구 광덕2로 216 702동 101호(고잔동, 주공그린빌7단지아파트)","19","19"
"1872","예대어린이집","민간","서울특별시 노원구 한글비석로46길 69 예대어린이집 (상계동)","57","51"
"1873","튼튼어린이집","민간","부산광역시 수영구 금련로 37-1","35","29"
"1874","세화별어린이집","가정","경상남도 창원시 마산회원구 팔용로 28-1","18","18"
"1875","서진어린이집","민간","경기도 양주시 은현면 봉암5길 33 (서진어린이집)","27","19"
"1876","이솝어린이집","민간","경기도 양주시 평화로1570번길 25 (회정동)","25","19"
"1877","프라임한신어린이집","민간","경기도 파주시 통일로 1740-12","162","110"
"1878","아이천사어린이집","가정","서울특별시 서대문구 이화여대8길 62 105동 105호(북아현동, 두산아파트)","13","13"
"1879","자람터어린이집","민간","전라남도 목포시 백년대로307번길 22-1","188","162"
"1880","새롬어린이집","민간","대전광역시 서구 관저북로 80 복지관 내 (관저동, 원앙마을2단지아파트)","33","31"
"1881","아기새어린이집","가정","서울특별시 강서구 양천로6길 57 102동 106호(방화동, 이편한세상아파트)","20","20"
"1882","미래숲어린이집","민간","전라남도 여수시 미평8길 3-6 (미평동)","55","21"
"1883","럭키어린이집","가정","경상북도 경주시 황성로 35-6 105동 101호(황성동, 럭키황성)","20","20"
"1884","청라어린이집","민간","부산광역시 사하구 승학로 41-10","83","81"
"1885","그린캐슬어린이집","가정","대전광역시 유성구 배울2로 61 1004동103호(관평동, 테크노밸리10단지아파트)","19","18"
"1886","동그라미어린이집","민간","경기도 오산시 오산로132번길 10 대림E-편한세상2단지아파트 관리소동 (원동)","46","44"
"1887","시립토평마을어린이집","국공립","경기도 구리시 벌말로129번길 50 (토평동)","120","120"
"1888","문산사랑나무어린이집","민간","경기도 파주시 문향로 11 휴먼빌아파트 관리동 문산사랑나무어린이집","25","24"
"1889","숲속어린이집","민간","서울특별시 은평구 진관4로 48-50 은평뉴타운 상림마을 719동","81","67"
"1890","비발디어린이집","가정","충청남도 천안시 동남구 통정9로 75 110동 104호(신방동, 신방한라비발디아파트)","19","19"
"1891","천사어린이집","민간","서울특별시 강동구 상일로21길 14-22 (고덕2동 176-5)","54","33"
"1892","예쁜어린이집","민간","경기도 광주시 곤지암로 152","46","36"
"1893","한샘어린이집","가정","경기도 용인시 처인구 금어로 74 102동 102호(고림동, 보평마을삼정그린뷰)","20","7"
"1894","아기백조어린이집","가정","경기도 수원시 권선구 금곡로73번길 33 211동 102호(금곡동, 엘지빌리지)","13","12"
"1895","향기어린이집","사회복지법인","부산광역시 부산진구 백양대로136번길 37  -20  (당감동)","45","45"
"1896","예원키즈어린이집","가정","경기도 용인시 기흥구 덕영대로 1871 청명호수마을신안인스빌102-102","20","20"
"1897","베이비아이누리어린이집","민간","경기도 여주시 세종로113번길 3-1 .","99","99"
"1898","엔젤키즈어린이집","민간","충청남도 아산시 설화산길 72 (장존동)","49","34"
"1899","산별채움어린이집","가정","경기도 의정부시 오목로 73 104동 103호(민락동, 한라비발디)","19","16"
"1900","솔어린이집","민간","경상북도 경산시 원효로40길 23-6","143","143"
"1901","아이월드어린이집","민간","경상북도 김천시 영남대로 2040-18 203동(덕곡동, 월드메르디앙)","27","20"
"1902","봉우예원어린이집","가정","경상남도 양산시 신명로 87 202동 101호(평산동, 봉우)","20","20"
"1903","사랑가득예능어린이집","가정","인천광역시 부평구 부개로 11 503동 102호(부개동, 주공아파트)","13","12"
"1904","아이조아어린이집","가정","경상북도 구미시 인동36길 23-34 706동 103호(구평동, 부영아파트)","19","19"
"1905","화정어린이집","국공립","광주광역시 서구 염화로160번길 8 (화정동)","93","83"
"1906","한아름어린이집","가정","경상북도 구미시 흥안로 63 103동 103호(옥계동, 동우대백타운)","16","2"
"1907","호박별 어린이집","가정","부산광역시 해운대구 좌동순환로299번길 22 101동 102호(좌동, 삼환)","20","20"
"1908","호수어린이집","민간","경상북도 구미시 검성로 88-14","38","38"
"1909","안데르센어린이집","민간","경상북도 구미시 형곡서로 24 (형곡동)","39","20"
"1910","아름어린이집","민간","부산광역시 북구 대천천길 89 (화명동)","84","45"
